0, 2571, 65536
1, 2571, 65536
1, 2599, 65536
2, 2599, 65536
2, 2608, 65536
3, 2608, 65536
3, 2612, 65536
4, 2612, 65536
4, 2614, 65536
5, 2614, 65536
5, 2617, 65536
6, 2617, 65536
6, 2622, 65536
7, 2622, 65536
7, 2630, 65536
8, 2630, 65536
8, 2634, 65536
9, 2634, 65536
9, 2644, 65536
10, 2644, 65536
10, 2650, 65536
11, 2650, 65536
11, 2656, 65536
12, 2656, 65536
12, 2662, 65536
13, 2662, 65536
14, 2662, 65536
14, 2665, 65536
15, 2665, 65536
16, 2665, 65536
17, 2665, 65536
17, 2667, 65536
18, 2667, 65536
19, 2667, 65536
19, 2668, 65536
20, 2668, 65536
20, 2672, 65536
21, 2672, 65536
21, 2674, 65536
22, 2674, 65536
22, 2676, 65536
23, 2676, 65536
23, 2679, 65536
24, 2679, 65536
24, 2680, 65536
25, 2680, 65536
25, 2692, 65536
26, 2692, 65536
26, 2706, 65536
27, 2706, 65536
27, 2709, 65536
28, 2709, 65536
29, 2709, 65536
29, 2714, 65536
30, 2714, 65536
30, 2714, 65536
31, 2714, 65536
32, 2714, 65536
32, 2715, 65536
33, 2715, 65536
33, 2721, 65536
34, 2721, 65536
34, 2726, 65536
35, 2726, 65536
36, 2726, 65536
36, 2729, 65536
37, 2729, 65536
38, 2729, 65536
39, 2729, 65536
39, 2732, 65536
40, 2732, 65536
40, 2736, 65536
41, 2736, 65536
41, 2743, 65536
42, 2743, 65536
42, 2745, 65536
43, 2745, 65536
44, 2745, 65536
44, 2748, 65536
45, 2748, 65536
45, 2750, 65536
46, 2750, 65536
46, 2752, 65536
47, 2752, 65536
47, 2757, 65536
48, 2757, 65536
48, 2759, 65536
49, 2759, 65536
49, 2770, 65536
50, 2770, 65536
50, 2775, 65536
51, 2775, 65536
51, 2777, 65536
52, 2777, 65536
52, 2781, 65536
53, 2781, 65536
53, 2785, 65536
54, 2785, 65536
54, 2786, 65536
55, 2786, 65536
55, 2787, 65536
56, 2787, 65536
56, 2788, 65536
57, 2788, 65536
58, 2788, 65536
59, 2788, 65536
59, 2790, 65536
60, 2790, 65536
60, 2791, 65536
61, 2791, 65536
61, 2796, 65536
62, 2796, 65536
62, 2797, 65536
63, 2797, 65536
63, 2800, 65536
64, 2800, 65536
64, 2804, 65536
65, 2804, 65536
65, 2806, 65536
66, 2806, 65536
66, 2808, 65536
67, 2808, 65536
68, 2808, 65536
69, 2808, 65536
69, 2811, 65536
70, 2811, 65536
71, 2811, 65536
72, 2811, 65536
73, 2811, 65536
73, 2811, 65536
74, 2811, 65536
75, 2811, 65536
75, 2812, 65536
76, 2812, 65536
77, 2812, 65536
77, 2814, 65536
78, 2814, 65536
78, 2815, 65536
79, 2815, 65536
79, 2818, 65536
80, 2818, 65536
80, 2820, 65536
81, 2820, 65536
82, 2820, 65536
82, 2825, 65536
83, 2825, 65536
84, 2825, 65536
84, 2827, 65536
85, 2827, 65536
85, 2832, 65536
86, 2832, 65536
86, 2834, 65536
87, 2834, 65536
87, 2836, 65536
88, 2836, 65536
89, 2836, 65536
90, 2836, 65536
90, 2836, 65536
91, 2836, 65536
91, 2837, 65536
92, 2837, 65536
93, 2837, 65536
94, 2837, 65536
94, 2838, 65536
95, 2838, 65536
95, 2840, 65536
96, 2840, 65536
97, 2840, 65536
98, 2840, 65536
99, 2840, 65536
100, 2840, 65536
100, 2841, 65536
101, 2841, 65536
101, 2844, 65536
102, 2844, 65536
102, 2846, 65536
103, 2846, 65536
103, 2846, 65536
104, 2846, 65536
105, 2846, 65536
105, 2847, 65536
106, 2847, 65536
106, 2848, 65536
107, 2848, 65536
107, 2850, 65536
108, 2850, 65536
108, 2852, 65536
109, 2852, 65536
109, 2853, 65536
110, 2853, 65536
111, 2853, 65536
111, 2854, 65536
112, 2854, 65536
113, 2854, 65536
113, 2856, 65536
114, 2856, 65536
114, 2857, 65536
115, 2857, 65536
115, 2859, 65536
116, 2859, 65536
116, 2862, 65536
117, 2862, 65536
118, 2862, 65536
118, 2864, 65536
119, 2864, 65536
120, 2864, 65536
120, 2866, 65536
121, 2866, 65536
121, 2867, 65536
122, 2867, 65536
122, 2870, 65536
123, 2870, 65536
124, 2870, 65536
125, 2870, 65536
125, 2872, 65536
126, 2872, 65536
126, 2876, 65536
127, 2876, 65536
128, 2876, 65536
129, 2876, 65536
129, 2878, 65536
130, 2878, 65536
131, 2878, 65536
131, 2879, 65536
132, 2879, 65536
133, 2879, 65536
134, 2879, 65536
135, 2879, 65536
136, 2879, 65536
136, 2882, 65536
137, 2882, 65536
138, 2882, 65536
139, 2882, 65536
139, 2884, 65536
140, 2884, 65536
141, 2884, 65536
142, 2884, 65536
143, 2884, 65536
143, 2888, 65536
144, 2888, 65536
145, 2888, 65536
146, 2888, 65536
147, 2888, 65536
147, 2891, 65536
148, 2891, 65536
149, 2891, 65536
150, 2891, 65536
150, 2894, 65536
151, 2894, 65536
151, 2898, 65536
152, 2898, 65536
153, 2898, 65536
154, 2898, 65536
155, 2898, 65536
156, 2898, 65536
156, 2899, 65536
157, 2899, 65536
157, 2900, 65536
158, 2900, 65536
159, 2900, 65536
159, 2901, 65536
160, 2901, 65536
160, 2902, 65536
161, 2902, 65536
162, 2902, 65536
163, 2902, 65536
164, 2902, 65536
165, 2902, 65536
166, 2902, 65536
166, 2903, 65536
167, 2903, 65536
168, 2903, 65536
169, 2903, 65536
170, 2903, 65536
171, 2903, 65536
172, 2903, 65536
173, 2903, 65536
174, 2903, 65536
174, 2904, 65536
175, 2904, 65536
176, 2904, 65536
176, 2905, 65536
177, 2905, 65536
177, 2909, 65536
178, 2909, 65536
179, 2909, 65536
179, 2911, 65536
180, 2911, 65536
181, 2911, 65536
181, 2914, 65536
182, 2914, 65536
182, 2915, 65536
183, 2915, 65536
183, 2916, 65536
184, 2916, 65536
184, 2919, 65536
185, 2919, 65536
186, 2919, 65536
187, 2919, 65536
187, 2920, 65536
188, 2920, 65536
188, 2923, 65536
189, 2923, 65536
190, 2923, 65536
190, 2923, 65536
190, 2924, 65536
191, 2924, 65536
191, 2925, 65536
192, 2925, 65536
193, 2925, 65536
193, 2927, 65536
194, 2927, 65536
195, 2927, 65536
196, 2927, 65536
196, 2928, 65536
197, 2928, 65536
198, 2928, 65536
199, 2928, 65536
